REGION,DIVISION,SCHOOL ID,NAME OF SCHOOL,MUNICIPALITY/ LOCATION,LD,NO. OF SITES,SCOPE OF WORKS,OTHER DESIGN CONFIGURATION,NO. OF ACADEMIC CLASSROOMS,NO. OF WORKSHOP (equivalent to 2-CL),NO. OF ICT/COMPUTER LABORATORY (equivalent to 2-CL),NO. OF SCIENCE LABORATORY (equivalent to 2-CL),NO. OF AVR (equivalent to 2-CL),NO. OF HOME ECONOMICS (equivalent to 2-CL),TOTAL CLASSROOMS,WITH DEMOLITION? YES/ NO,WITH SITE IMPROVEMENT? YES/ NO,WITH SLOPE PROTECTION? YES/NO,OTHER REMARKS,With Site Development Plan?,"With proposal from OTHER SOURCES, including LGUs, NGOs, Private Sector etc)?","Avaiability of Buildable Space
(Y/N)","OTHER REMARKS (Buildable Space)
",Site Ownership,"OTHER REMARKS
Site Ownership
","Viability / Accessibility
(Y/N)","OTHER REMARKS
Viability / Accessibility","Operational Readiness
(Y/N)","OTHER REMARKS
Operational Readiness
","Implementability of Proposed Scope
(Y/N)","OTHER REMARKS
Implementability of Proposed Scope
","Geotechnical Testing
(Y/N)","OTHER REMARKS
Geotechnical Testing
",Latitude,Longitude
Region III,Meycauayan City,104919,Camalig ES,CITY OF MEYCAUAYAN,4th ,,4STY8CL,,8,,,,,,8,YES,NO,NO,,"Yes, drawn to scale",NO,NO,FOR CONDEMNATION (force to use),DEED OF USUFRUCT,,YES,0,YES,0,YES,0,YES,0,14.77219,120.99328
Region III,Meycauayan City,104925,Pajo ES,CITY OF MEYCAUAYAN,4th ,1,4STY8CL,,8,,,,,,8,NO,YES,NO,,"Yes, drawn to scale",YES,YES,50 x 20m,NEW ACQUIRED BY LGU,,YES,0,YES,0,YES,0,YES,0,14.7748866,121.0032248
Region III,Nueva Ecija,105417,Lennec Elementary School,GUIMBA,1st ,1,2STY4CL,,4,,,,,,4,NO,NO,NO,,"Yes, but NOT drawn to scale",,yes,13m x 25 m,Deed of Donation,,yes,0,1,0,1,0,1,with soil test,15.696277,120.722113
Region III,Nueva Ecija,300870,Llanera National High School,LLANERA,2nd ,1,2STY6CL,,6,,,,,,6,YES,NO,NO,,"Yes, but NOT drawn to scale",,no,with demolition,Special Patent,,yes,0,1,0,1,0,1,with soil test,15.6610648,121.0245289
Region III,Nueva Ecija,300802,Doña Juana Chioco National High School,LUPAO,2nd ,1,4STY16CL,,16,,,,,,16,YES,NO,NO,,"Yes, but NOT drawn to scale",,no,with demolition,Transfer Certificate of Title,,yes,"The school is 
 accessible for learners.",1,"with space 
 for operation",1,The implementation is feasible and practical,0,No soil testing was conducted for the last 5 years,15.876667,120.893333
Region III,Nueva Ecija,300866,Talugtug National High School,TALUGTUG,2nd ,1,3STY9CL,,9,,,,,,9,NO,YES,NO,,"Yes, but NOT drawn to scale",,no,with demolition,Transfer Certificate of Title,,yes,Can be reached and can be sustained,1,Fully equipped,1,Feasible,0,Not yet conducted,15.4631,120.4839
Region III,Nueva Ecija,105764,Esing T. Angeles Elementary School,SANTA ROSA,3rd ,1,2STY6CL,,6,,,,,,6,YES,YES,NO,,"Yes, but NOT drawn to scale",,no,with demolition,Deed of Donation,,yes,0,1,0,1,0,1,with soil test,15.4285689,120.9950639
Region III,Nueva Ecija,300808,General Tinio National High School,GENERAL TINIO (PAPAYA),4th ,1,4STY20CL,,20,,,,,,20,NO,YES,NO,,"Yes, but NOT drawn to scale",,yes,60 m x 20 m,Usufract Agreement with LGU,,yes,The site is Accessible,1,The school can operate during the construction of the building,1,0,0,with soil test,15.350175,121.039563
Region III,Nueva Ecija,105741,San Leonardo Central School,SAN LEONARDO,4th ,1,2STY4CL,,4,,,,,,4,NO,NO,NO,,"Yes, but NOT drawn to scale",,yes,15 m x 30 m,Usufract Agreement with LGU,,yes,0,1,0,0,0,1,with soil test,15.3655773,120.9613556
Region III,Olongapo City,107137,Asinan ES,OLONGAPO CITY,1st ,1,4STY12CL,,10,,,,,1,12,YES,YES,NO,,"Yes, but NOT drawn to scale",NONE,N,With demolition HE bldg,USUFRUCT,USUFRUCT WITH LGU,1,0,1,0,1,0,0,needs soil test,14.8282693,120.2863057
Region III,Olongapo City,502678,Bangal Integrated School,OLONGAPO CITY,1st ,1,4STY8CL,,8,,,,,,8,YES,YES,YES,SLOPING AREA,"Yes, but NOT drawn to scale",NONE,N,With demolition BLSB bldg,USUFRUCT,USUFRUCT WITH LGU,1,0,1,0,1,0,0,needs soil test,14.8493764,120.3351524
Region III,Olongapo City,107132,Barretto I ES,OLONGAPO CITY,1st ,1,4STY8CL,,6,,,,,1,8,YES,YES,NO,,"Yes, but NOT drawn to scale",NONE,N,With demolition HE bldg,USUFRUCT,USUFRUCT WITH LGU,1,0,1,0,1,0,0,needs soil test,14.8522905,120.2634309
Region III,Olongapo City,107126,Gordon Heights I Elementary School,OLONGAPO CITY,1st ,1,4STY12CL,,10,,,1,,,12,YES,YES,YES,NEEDS INCREASE ELEVATION,"Yes, but NOT drawn to scale",NONE,N,With demolition BLSB bldg,USUFRUCT,USUFRUCT WITH LGU,1,0,1,0,1,0,0,needs soil test,14.8575068,120.2897999
Region III,Olongapo City,107127,Gordon Heights II ES,OLONGAPO CITY,1st ,,3STY9CL,,9,,,,,,9,YES,YES,YES,SLOPING AREA,"Yes, but NOT drawn to scale",NONE,N,With demolition BLSB bldg,USUFRUCT,USUFRUCT WITH LGU,1,0,1,0,1,0,0,needs soil test,14.87263,120.2929
Region III,Olongapo City,301058,Regional Science High School,OLONGAPO CITY,1st ,1,2STY4CL,,4,,,,,,4,NO,YES,YES,SLOPING AREA,"Yes, but NOT drawn to scale",NONE,Y,10m x 23m,MOA,MOA With SBMA,1,0,1,0,1,0,0,needs soil test,14.83861,120.31338
Region III,Pampanga,300911,Eastern Porac National High School,PORAC,2nd ,1,4STY16CL,,16,,,,,,16,YES,NO,NO,,"Yes, but NOT drawn to scale",None,N,With Demolition,Deed of Donation,,Y,0,N,0,Y,0,N,needs soil test,15.1118316,120.5575906
Region III,Pampanga,102292,Francisco Henson Elementary School,PORAC,2nd ,1,2STY4CL,,4,,,,,,4,YES,NO,NO,,"Yes, but NOT drawn to scale",None,N,With Demolition,Deed of Donation,,Y,0,N,0,Y,0,N,needs soil test,15.12897,120.56524
Region III,Pampanga,300880,Becuran National High School,SANTA RITA,2nd ,1,4STY12CL,,12,,,,,,12,YES,NO,NO,,"Yes, but NOT drawn to scale",None,N,With Demolition,TCT/OCT,,Y,0,N,0,Y,0,N,needs soil test,15.0077207,120.5940988
Region III,Pampanga,300873,Arayat National High School,ARAYAT,3rd ,1,3STY12CL,,12,,,,,,12,YES,NO,NO,,"Yes, but NOT drawn to scale",None,N,With Demolition,Deed of Donation,,Y,0,N,0,Y,0,N,needs soil test,15.1768,120.682
Region III,Pampanga,105884,Cupang Elementary School,ARAYAT,3rd ,1,2STY4CL,,4,,,,,,4,YES,NO,NO,,"Yes, but NOT drawn to scale",None,N,With Demolition,Deed of Donation,,Y,0,N,0,Y,0,N,needs soil test,15.1364962,120.7621033
Region III,Pampanga,105888,Matamo ES,ARAYAT,3rd ,1,2STY6CL,,6,,,,,,6,YES,NO,NO,,"Yes, but NOT drawn to scale",None,N,With Demolition,TCT/OCT,,Y,0,N,0,Y,0,N,needs soil test,15.1362076,120.8016104
Region III,Pampanga,105891,San Juan Bano ES,ARAYAT,3rd ,1,2STY6CL,,6,,,,,,6,YES,NO,NO,Needs to be elevated by 1.0 m,"Yes, but NOT drawn to scale",None,N,With Demolition,Deed of Donation,,Y,0,N,0,Y,0,N,needs soil test,15.1727507,120.7675
Region III,Pampanga,306935,Bacolor HS,BACOLOR,3rd ,1,2STY6CL,,6,,,,,,6,NO,NO,NO,,"Yes, but NOT drawn to scale",None,Y,14M x 63M,Tax Declaration,,Y,0,Y,0,Y,0,N,needs soil test,15.0055344,120.6672328
Region III,Pampanga,105928,Tinajero ES,BACOLOR,3rd ,1,2STY6CL,,6,,,,,,6,NO,NO,NO,,"Yes, but NOT drawn to scale",None,Y,12M x 56M,TCT/OCT,,Y,0,Y,0,Y,0,N,needs soil test,#N/A,#N/A
Region III,Pampanga,106163,Anao ES,MEXICO,3rd ,1,2STY6CL,,6,,,,,,6,YES,NO,NO,,"Yes, but NOT drawn to scale",None,N,With Demolition,Tax Declaration,,Y,0,N,0,Y,0,N,needs soil test,15.1432314,120.691951
Region III,Pampanga,106167,Cawayan ES,MEXICO,3rd ,1,2STY8CL,,8,,,,,,8,NO,NO,NO,,"Yes, but NOT drawn to scale",None,Y,12M x 65M,Tax Declaration,,Y,0,N,0,Y,0,N,needs soil test,#N/A,#N/A
Region III,Pampanga,106168,Concepcion ES,MEXICO,3rd ,1,2STY4CL,,4,,,,,,4,NO,NO,NO,,"Yes, but NOT drawn to scale",None,Y,12M x 45M,TCT/OCT,,Y,0,N,0,Y,0,N,needs soil test,15.109514,120.712626
Region III,Pampanga,106169,Culubasa ES,MEXICO,3rd ,1,2STY8CL,,8,,,,,,8,YES,NO,NO,,"Yes, but NOT drawn to scale",None,N,With Demolition,TCT/OCT,,Y,0,N,0,Y,0,N,needs soil test,15.140425,120.6575611
Region III,Pampanga,306924,Gerry Rodriguez HS,MEXICO,3rd ,1,3STY6CL,,6,,,,,,6,YES,NO,NO,,"Yes, but NOT drawn to scale",None,N,With Demolition,,No documents Available,Y,0,N,0,Y,0,N,needs soil test,15.0943324,120.6834888
Region III,Pampanga,106172,Malino ES,MEXICO,3rd ,1,2STY4CL,,4,,,,,,4,YES,NO,NO,,"Yes, but NOT drawn to scale",None,N,With Demolition,Tax Declaration,,Y,0,N,0,Y,0,N,needs soil test,15.1290695,120.6742001
Region III,Pampanga,106187,Mexico CS,MEXICO,3rd ,1,2STY6CL,,6,,,,,,6,NO,NO,NO,,"Yes, but NOT drawn to scale",None,Y,12M x 56M,Tax Declaration,,Y,0,Y,0,Y,0,N,needs soil test,15.06166,120.71705
Region III,Pampanga,106197,Nueva Victoria ES,MEXICO,3rd ,1,2STY4CL,,4,,,,,,4,NO,NO,NO,,"Yes, but NOT drawn to scale",None,Y,14M x 45M,TCT/OCT,,Y,0,Y,0,Y,0,N,needs soil test,15.0982609,120.6806946
Region III,Pampanga,106189,Pandacaqui Resettlement Elementary School,MEXICO,3rd ,1,4STY20CL,,20,,,,,,20,YES,NO,NO,,"Yes, but NOT drawn to scale",None,N,With Demolition,Deed of Donation,,Y,0,N,0,Y,0,N,needs soil test,15.18123,120.64726
Region III,Pampanga,106190,Sabanilla ES,MEXICO,3rd ,1,2STY6CL,,6,,,,,,6,NO,NO,NO,,"Yes, but NOT drawn to scale",None,N,With Demolition,TCT/OCT,,Y,0,N,0,Y,0,N,needs soil test,15.0680199,120.6984387
Region III,Pampanga,106283,Santiago ES,SANTA ANA,3rd ,1,2STY8CL,,8,,,,,,8,YES,NO,NO,Needs to be elevated by 1.0 m,"Yes, but NOT drawn to scale",None,N,With Demolition,Deed of Donation,,Y,0,N,0,Y,0,N,needs soil test,15.1071451,120.7721312
Region III,Pampanga,106286,Sta. Maria ES,SANTA ANA,3rd ,1,4STY16CL,,16,,,,,,16,YES,NO,NO,Needs to be elevated by 1.0 m,"Yes, but NOT drawn to scale",None,N,With Demolition,Usufruct,,Y,0,N,0,Y,0,N,needs soil test,15.0768165,120.7766694
Region III,Pampanga,300924,San Matias NHS,SANTO TOMAS,4th ,1,4STY16CL,,16,,,,,,16,YES,NO,NO,Needs to be elevated by 1.0 m,"Yes, but NOT drawn to scale",None,N,With Demolition,TCT/OCT,,Y,0,N,0,Y,0,N,needs soil test,15.00829,120.71515
Region III,San Fernando City,107167,Bulaon ES,CITY OF SAN FERNANDO (Capital),3rd,1,4STY8CL,,8,,,,,,8,YES,NO,,REPLACEMENT SCHOOL,,,Y,13M x 35M,TCT/OCT,Privately-Owned,1,0,0,0,0,0,0,0,15.08729,120.66711
Region III,San Fernando City,500981,Arch. E. Cinense Memorial Integrated School,CITY OF SAN FERNANDO (Capital),3rd ,1,4STY12CL,,12,,,,,,12,NO,YES,,,"Yes, but NOT drawn to scale",,Y,18M x 50M,DOD,Privately-Owned,1,0,1,0,1,0,0,0,15.0345632,120.7064711
Region III,San Fernando City,107181,Dela Paz Norte Elementary School,CITY OF SAN FERNANDO (Capital),3rd ,1,4STY8CL,,8,,,,,,8,YES,NO,,,"Yes, but NOT drawn to scale",,Y,15M x 35M,TCT / OCT,Privately-Owned,1,0,1,0,1,0,0,0,15.0867,120.6289
Region III,San Fernando City,163001,Dela Paz Sur Elementary School,CITY OF SAN FERNANDO (Capital),3rd ,1,4STY8CL,,8,,,,,,8,NO,NO,,,"Yes, but NOT drawn to scale",,N,With Demolition,TCT / OCT,Privately-Owned,1,0,1,0,1,0,0,0,15.0757394,120.6309169
Region III,San Fernando City,500145,Maimpis Integrated School,CITY OF SAN FERNANDO (Capital),3rd ,1,4STY8CL,,8,,,,,,8,YES,NO,,,"Yes, but NOT drawn to scale",,N,With Demolition,TCT / OCT,Privately-Owned,1,0,1,0,1,0,0,0,15.0687566,120.6576556
Region III,San Fernando City,107194,Mansgold Elementary School,CITY OF SAN FERNANDO (Capital),3rd ,1,4STY8CL,,8,,,,,,8,YES,YES,,,"Yes, but NOT drawn to scale",,N,With Demolition,TCT / OCT,LGU-Owned,1,0,1,0,1,0,0,0,15.0246958,120.6926671
Region III,San Fernando City,500137,Nuestra Senora Del Pilar Integrated School,CITY OF SAN FERNANDO (Capital),3rd ,1,4STY20CL,,20,,,,,,20,YES,YES,,,"Yes, but NOT drawn to scale",,N,With Demolition,TD,Privately-Owned,1,0,1,0,1,0,0,0,15.03402,120.69533
Region III,San Fernando City,500143,Saguin Integrated School,CITY OF SAN FERNANDO (Capital),3rd ,1,4STY12CL,,12,,,,,,12,YES,NO,,,"Yes, but NOT drawn to scale",,N,With Demolition,TCT / OCT,DepEd-Owned,1,0,1,0,1,0,0,0,15.0954876,120.6224477
Region III,San Fernando City,107195,San Fernando Elementary School,CITY OF SAN FERNANDO (Capital),3rd ,1,4STY20CL,,20,,,,,,20,YES,YES,,,"Yes, but NOT drawn to scale",,N,With Demolition,TD,LGU-Owned,1,0,1,0,1,0,0,0,15.0298,120.69123
Region III,San Fernando City,500142,San Nicolas  Integrated School,CITY OF SAN FERNANDO (Capital),3rd ,1,4STY12CL,,12,,,,,,12,YES,YES,,,"Yes, but NOT drawn to scale",,N,With Demolition,TD,DepEd-Owned,1,0,1,0,1,0,0,0,15.015102,120.702891
Region III,San Fernando City,107190,Sindalan Elementary School,CITY OF SAN FERNANDO (Capital),3rd ,1,4STY20CL,,20,,,,,,20,YES,NO,,,"Yes, but NOT drawn to scale",,N,With Demolition,TCT / OCT,LGU-Owned,1,0,1,0,1,0,0,0,15.077559,120.641875
Region III,San Fernando City,500150,Sta. Lucia Integrated School,CITY OF SAN FERNANDO (Capital),3rd ,1,4STY12CL,,12,,,,,,12,YES,YES,,,"Yes, but NOT drawn to scale",,N,With Demolition,TD,Privately-Owned,1,0,1,0,1,0,0,0,15.0209,120.6887
Region III,San Fernando City,107200,Sto. Nino Elementary School,CITY OF SAN FERNANDO (Capital),3rd ,1,4STY12CL,,12,,,,,,12,YES,YES,,,"Yes, but NOT drawn to scale",,N,With Demolition,TCT / OCT,LGU-Owned,1,0,1,0,1,0,0,0,15.0298501,120.6810474
Region III,San Jose City,500632,Bagong Sikat Integrated School,SAN JOSE CITY,2nd ,1,3STY9CL,,9,,,,,,9,NO,NO,NO,,"Yes, but NOT drawn to scale",N,Y,12X40,Tax Dec,,1,0,1,,1,0,1,0,15.73841,121.037939
Region III,San Jose City,306077,Kita-Kita High School,SAN JOSE CITY,2nd ,1,3STY9CL,,9,,,,,,9,YES,NO,NO,,"Yes, but NOT drawn to scale",N,N,with Demolition,Usufruct,,1,0,1,Upon Demolition,1,0,0,0,15.8217571,121.0103734
Region III,San Jose City,105703,Palestina Elementary School,SAN JOSE CITY,2nd ,1,2STY4CL,,4,,,,,,4,YES,NO,NO,Already constructed 2Sty-6CL by LGU,"Yes, but NOT drawn to scale",N,N,with Demolition,Usufruct,,1,0,1,Upon Demolition,1,0,0,0,15.7717042,121.0203679
Region III,San Jose City,105724,Parang Mangga Elementary School,SAN JOSE CITY,2nd ,1,4STY8CL,,8,,,,,,8,YES,NO,NO,,"Yes, but NOT drawn to scale",N,N,with Demolition,Special Proclamation,,1,0,1,Upon Demolition,1,0,0,0,15.738046,121.0031991
Region III,San Jose City,105705,Pinagcuartilan Elementary School,SAN JOSE CITY,2nd ,1,4STY8CL,,8,,,,,,8,YES,NO,NO,,"Yes, but NOT drawn to scale",N,N,with Demolition,Deed of Donation,,1,0,1,Upon Demolition,1,0,0,0,15.802005,120.98571
Region III,San Jose City,300833,Porais National High School,SAN JOSE CITY,2nd ,1,4STY20CL,,20,,,,,,20,YES,NO,NO,,"Yes, but NOT drawn to scale",N,N,with Demolition,TCT/OCT,,1,0,1,Upon Demolition,1,0,0,0,15.760155,121.04425
Region III,San Jose City,137170,SAMPUGU  Elementary School,SAN JOSE CITY,2nd ,1,2STY6CL,,6,,,,,,6,NO,NO,NO,,"Yes, but NOT drawn to scale",N,Y,12X40,Usufruct,,1,0,1,,1,0,0,0,#N/A,#N/A
Region III,San Jose City,501238,San Agustin Integrated School,SAN JOSE CITY,2nd ,1,4STY12CL,,12,,,,,,12,NO,NO,NO,,"Yes, but NOT drawn to scale",N,Y,12X45,Usufruct,,1,0,1,,1,0,0,0,15.8028834,121.0158552
Region III,San Jose City,300800,San Jose City National High School (formerly Constancio Padilla National High School),SAN JOSE CITY,2nd ,1,4STY20CL,,20,,,,,,20,YES,NO,NO,,"Yes, but NOT drawn to scale",Y,N,with Demolition,Deed of Donation,,1,0,1,Upon Demolition,1,0,1,0,15.785336,120.990493
Region III,San Jose City,306076,Tayabo High School,SAN JOSE CITY,2nd ,1,3STY9CL,,9,,,,,,9,YES,NO,NO,already constructed 2Sty-6CL by LGU,"Yes, but NOT drawn to scale",Y,Y,12X40,Usufruct,,1,0,1,,1,0,0,0,15.83344696,121.031703
Region III,San Jose City,105713,Tumana Elementary School,SAN JOSE CITY,2nd ,1,4STY8CL,,8,,,,,,8,YES,NO,NO,,"Yes, but NOT drawn to scale",N,N,with Demolition,Tax Dec,,1,0,1,Upon Demolition,1,0,0,0,15.77996,121.0082
Region III,Science City of Muñoz,500395,Gabaldon IS,SCIENCE CITY OF MUÑOZ,2nd ,1,2STY8CL,,8,,,,,,8,NO,NO,NO,,"Yes, but NOT drawn to scale",no,Y,"YES, the buildable space is 22 m by 50 meters",TAX DECLARION,,1,0,1,0,1,0,0,FOR REQUEST TO RO,15.7214263,120.8723093
Region III,Science City of Muñoz,105548,Maligaya ES,SCIENCE CITY OF MUÑOZ,2nd ,1,4STY16CL,,16,,,,,,16,YES,NO,NO,,"Yes, but NOT drawn to scale",no,N,Needs demolition works for dilapidated CL: Upon Demolition the buildable space will 22m by 49m,CONTRACT OF USUFRUCT,,1,0,1,0,1,0,0,FOR REQUEST TO RO,#N/A,#N/A
Region III,Science City of Muñoz,500398,Palusapis IS,SCIENCE CITY OF MUÑOZ,2nd ,1,2STY6CL,,6,,,,,,6,NO,NO,NO,,"Yes, but NOT drawn to scale",no,Y,"YES, the buildable space is 22 m by 45 meters",TAX DECLARATION,,1,0,1,0,1,0,0,FOR REQUEST TO RO,15.6834084,120.861389
Region III,Tarlac,300978,Padapada NHS,SANTA IGNACIA,1st ,1,4STY20CL,,20,,,,,,20,YES,YES,NO,,"Yes, but NOT drawn to scale",NONE,N,With Demolition,DepEd Owned,TCT,1,0,1,upon demolition of the building,1,0,0,Needs Soil Test,15.55967,120.510017
Region III,Tarlac,106471,Malayep ES,GERONA,2nd ,1,2STY6CL,,6,,,,,,6,YES,YES,NO,,"Yes, but NOT drawn to scale",NONE,N,With Demolition,DepEd Owned,Deed of Donation,1,0,1,upon demolition of the building,1,0,0,Needs Soil Test,15.579992,120.572857
Region III,Tarlac City,300988,San Manuel HS,CITY OF TARLAC (Capital),2nd ,1,4STY8CL,,8,0,0,0,0,0,8,YES,NO,NO,USE OF HDPE SISTERN TANK - UNDER GROUND; INCLUSION OF FURNITURE IN POW,"Yes, but NOT drawn to scale",none,N,With Demolition for approval,DepEd Owned,TCT,Y,flat terrain,Y,Good communication between 2nd District DPWH Tarlac and TCSDO is being practise,Y,2nd District DPWH is ready for implementation,N,for inclusion in DUPA,15.49154,120.66588
Region III,Tarlac City,300971,Tibag HS,CITY OF TARLAC (Capital),2nd ,1,4STY12CL,,12,0,0,0,0,0,12,YES,YES,YES,USE OF HDPE SISTERN TANK - UNDER GROUND; INCLUSION OF FURNITURE IN POW,"Yes, but NOT drawn to scale",none,N,With Demolition for approval,DepEd Owned,TCT,Y,flat terrain,Y,Good communication between 2nd District DPWH Tarlac and TCSDO is being practise,Y,2nd District DPWH is ready for implementation,N,for inclusion in DUPA,15.48767,120.572481
Region III,Zambales,107019,Sto. Tomas Elementary School,SUBIC,1st ,1,4STY12CL,,12,,,,,,12,YES,YES,NO,0,NO,NONE,YES,WITH DEMOLITION,DEED OF DONATION,SAME COMPOUND WITH STO TOMAS HIGH SCHOOL,Y,Along Baraggay Road,Y,0,Y,0,N,0,14.8566668,120.2562779
Region IV-A,Antipolo City,109339,San Isidro ES,CITY OF ANTIPOLO,1st ,1,4STY12CL,,10,0,1,0,0,0,12,YES,YES,NO,,Yes,None,N," With demolition of existing 2 storey 4 clrm. Length - 31M, Width - 11M",TCT in the Name of LGU,,1,,0,For processing of demolition permit of the existing building ,1,,0,0,14.590918,121.183896
Region IV-A,Antipolo City,109342,Sta. Cruz ES,CITY OF ANTIPOLO,1st ,1,4STY12CL,,10,0,1,0,0,0,12,YES,YES,YES,L-SHAPE; Buildable space is irregular shape and needs ground levelling,Yes,None,N,"Buildable space is irregular shape and needs ground levelling. With demolition of existing 2 storey 4 clrm. Length - 22m, Width - 18M",TCT in the Name of LGU,,1,Upper most corner of the school,0,For processing of demolition permit of the existing building ,1,,0,0,14.615372,121.170672
Region IV-A,Bacoor City,305685,City of Bacoor National High School - Georgetown,BACOOR,2nd ,1,4STY8CL,,8,0,0,0,0,0,8,NO,NO,NO,"a. Site Improvement includes Tree-cutting/pruning and Embankment
b. Provision of Drainage","YES, BUT NOT SCALED",None,Y,30 x 15,1,TCT under the name of Jomil Enterprise,1,0,1,0,1,Feasible,0,No available Soil Test Results,14.3734784,120.9818788
Region IV-A,Bacoor City,301188,Eastern Bacoor National High School,BACOOR,2nd ,1,4STY8CL,,8,0,0,0,0,0,8,YES,NO,NO,"a. Site Improvement includes Tree-cutting/pruning and Embankment
b. Provision of Drainage","YES, BUT NOT SCALED",None,0,"30 x 15
Buildable space will be available upon demolition of condemned building",1,Tax Declaration,1,0,1,0,1,Feasible,0,No available Soil Test Results,14.39738,120.99031
Region IV-A,Bacoor City,107880,Gov. P. F. Espiritu Elementary School,BACOOR,2nd ,1,4STY12CL,,12,0,0,0,0,0,12,YES,NO,NO,"a. Site Improvement includes Tree-cutting/pruning and Embankment
b. Provision of Drainage",YES,None,0,"50 x 18
Buildable space will be available upon demolition of condemned building",1,Tax Declaration,1,0,1,0,1,Feasible,0,No available Soil Test Results,14.4560885,120.9549581
Region IV-A,Bacoor City,107883,Likha Molino IV Elementary School,BACOOR,2nd ,1,4STY8CL,,8,0,0,0,0,0,8,NO,NO,NO,"a. Site Improvement includes Tree-cutting/pruning and Embankment
b. Provision of Drainage","YES, BUT NOT SCALED",None,Y,30 x 15,1,Deed of donation between likha village HOA and LGU,1,0,1,0,1,Feasible,0,No available Soil Test Results,14.38172,120.976351
Region IV-A,Bacoor City,107886,Molino Elementary School,BACOOR,2nd ,1,4STY12CL,,12,0,0,0,0,0,12,YES,NO,NO,"a. Site Improvement includes Tree-cutting/pruning and Embankment
b. Provision of Drainage",YES,None,0,"50 x 18
Buildable space will be available upon demolition of condemned building",1,Tax Declaration,1,0,1,0,1,Feasible,0,No available Soil Test Results,14.397561,120.977692
Region IV-A,Bacoor City,107875,Salinas Elementary School,BACOOR,2nd ,1,4STY8CL,,8,0,0,0,0,0,8,NO,NO,NO,"a. Site Improvement includes Tree-cutting/pruning and Embankment
b. Provision of Drainage",YES,None,Y,30 x 15,1,Tax Declaration,1,0,1,0,1,Feasible,0,No available Soil Test Results,14.4398993,120.935907
Region IV-A,Batangas,107309,Taklang Anak Elementary School,CALACA,1st ,1,2STY4CL,,2,,1,,,,4,NO,NO,NO,,"Yes, but NOT drawn to scale",None,Y,Available Space - 40m x 12m,Special Patent,DepEd Owned,1,with concrete access roads,1,0,1,0,0,0,14.006373,120.803204
Region IV-A,Batangas,107316,Jose M. Caisip Elementary School,CALATAGAN,1st ,1,2STY4CL,,4,,,,,,4,YES,NO,NO,,"Yes, but NOT drawn to scale",None,N,"Demolition of 3CL BLSB Type I , Available Space - 30m x 40m",Tax Declaration ,LGU Owned,1,with concrete access roads,1,0,1,0,0,0,13.90465,120.648918
Region IV-A,Batangas,107385,Arumahan Elementary School,LEMERY,1st ,1,4STY8CL,,8,,,,,,8,NO,NO,NO,,"Yes, but NOT drawn to scale",None,Y,Available Space - 70m x 17m,Tax Declaration,In the name of the School ,1,with concrete access roads,1,0,1,0,0,0,13.93246,120.85855
Region IV-A,Batangas,301102,Governor F. Leviste Memorial National High School,LEMERY,1st ,1,5STY20CL,,20,,,,,,20,YES,NO,NO,,"Yes, but NOT drawn to scale",None,N,"Demoltion of 8CL BLSB Type I, Available Space - 51m x 12m",Tax Declaration ,LGU Owned,1,with concrete access roads,1,0,1,0,1,Previous result of testing was done by DPWH,13.884462,120.912393
Region IV-A,Batangas,107512,Nasugbu West Central School,NASUGBU,1st ,1,4STY8CL,,8,,,,,,8,YES,NO,NO,,"Yes, but NOT drawn to scale",None,N,"Demolition of 3CL RP Bayanihan Type, Available Space - 27m x 13m",Tax Declaration ,LGU Owned,1,with concrete access roads,1,0,1,0,1,Previous result of testing was done by DPWH,14.0715038,120.633143
Region IV-A,Batangas,107518,Tala Elementary School,NASUGBU,1st ,1,4STY8CL,,8,,,,,,8,NO,NO,NO,,"Yes, but NOT drawn to scale",None,Y,"Need to cut  4 Trees, Available Space - 50m x 36m",Tax Declaration ,LGU Owned,1,with concrete access roads,1,0,1,0,0,0,14.0936637,120.6973041
Region IV-A,Batangas,301080,Bauan Technical Integrated High School,BAUAN,2nd ,1,7STY35CL,,35,,,,,,35,NO,NO,NO,,"Yes, but NOT drawn to scale",None,Y,Available Space - 80m x 55m,Tax Declaration ,LGU Owned,1,with concrete access roads,1,0,1,0,1,Deped Funded Soil Testing,13.79221,121.002367
Region IV-A,Batangas,301080,Bauan Technical Integrated High School,BAUAN,2nd ,,7STY35CL,,35,,,,,,35,NO,NO,NO,,"Yes, but NOT drawn to scale",None,Y,Available Space - 80m x 55m,Tax Declaration ,LGU Owned,1,with concrete access roads,1,0,1,0,1,Deped Funded Soil Testing,13.79221,121.002367
Region IV-A,Batangas,107820,Tingloy Central School,TINGLOY,2nd ,1,2STY8CL,,8,,,,,,8,NO,NO,NO,,"Yes, but NOT drawn to scale",None,Y,Available Space - 60m x 60m,Tax Declaration ,LGU Owned,1,with concrete access roads,1,0,1,0,1,Previous result of testing was done by DPWH,13.6597284,120.8717798
Region IV-A,Batangas,107344,Dr. Ananias Chavez Elementary School,CUENCA,3rd ,1,4STY8CL,,8,,,,,,8,YES,NO,NO,,"Yes, but NOT drawn to scale",None,Y,"Demolition of 2CL BLSB Type I  and Stage, Available Space - 36m x 14m",Tax Declaration ,LGU Owned,1,with concrete access roads,1,0,1,0,0,0,13.904844,121.059554
